-2.654823064804077148e-01,-7.864408195018768311e-02
-3.284436464309692383e-01,-5.268324017524719238e-01
-4.824999272823333740e-01,7.013141363859176636e-02
-1.844653338193893433e-01,1.244597584009170532e-01
7.753374427556991577e-02,-8.227635174989700317e-02
1.877326369285583496e-01,-2.857325673103332520e-01
-6.792489886283874512e-01,-8.796025812625885010e-02
-1.987432390451431274e-01,2.720557153224945068e-01
-3.440203964710235596e-01,1.864715665578842163e-02
2.113472968339920044e-01,-2.469813376665115356e-01
1.481840908527374268e-01,1.208950206637382507e-01
1.601901650428771973e-01,-1.024193093180656433e-01
-1.654255390167236328e-01,-1.216003298759460449e-01
-1.381014138460159302e-01,2.755189500749111176e-02
-1.137346550822257996e-01,1.570969521999359131e-01
-2.745077013969421387e-01,-1.868083328008651733e-01
3.679250925779342651e-02,-2.138854712247848511e-01
-9.557378292083740234e-02,-9.007919579744338989e-02
-3.734247684478759766e-01,1.259065270423889160e-01
-1.067539080977439880e-01,-2.304907888174057007e-01
-2.453182339668273926e-01,1.006930097937583923e-01
-2.773024439811706543e-01,4.195491783320903778e-03
2.413848042488098145e-01,2.470163255929946899e-01
1.473693102598190308e-01,-1.967288106679916382e-01
1.639421214349567890e-03,-1.845432072877883911e-01
-7.702051103115081787e-02,6.479261815547943115e-02
1.794494986534118652e-01,2.101042270660400391e-01
-2.080325782299041748e-01,1.637938320636749268e-01
1.632421314716339111e-01,-2.360002547502517700e-01
1.936381310224533081e-02,1.408310979604721069e-01
-5.786793828010559082e-01,2.964712120592594147e-02
2.094669640064239502e-02,-2.892210185527801514e-01
2.149554789066314697e-01,-5.995539948344230652e-03
-1.516965627670288086e-01,-1.968622803688049316e-01
